projectile_name,ion_isotope,target_name,phase,energy,energy_unit,stopping_power,stopping_unit,percentage_error,target_mass_atom_ratio,dataset_last_modification,publication_year,ref_id,citation_reference,doi,comments
C,12.0,Al,s,2.437,MeV/u,3.351,MeV/(mg/cm2),5,26.9815384,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Al,s,2.501,MeV/u,3.044,MeV/(mg/cm2),5,26.9815384,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Al,s,2.587,MeV/u,2.968,MeV/(mg/cm2),5,26.9815384,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Al,s,2.679,MeV/u,3.177,MeV/(mg/cm2),5,26.9815384,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Al,s,3.555,MeV/u,2.431,MeV/(mg/cm2),5,26.9815384,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Al,s,3.578,MeV/u,2.537,MeV/(mg/cm2),5,26.9815384,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Au,s,0.16,MeV/u,1.25,MeV/(mg/cm2),5,196.96657,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Au,s,0.34,MeV/u,1.6,MeV/(mg/cm2),5,196.96657,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Au,s,0.42,MeV/u,1.61,MeV/(mg/cm2),5,196.96657,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Au,s,0.59,MeV/u,1.65,MeV/(mg/cm2),5,196.96657,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Au,s,0.75,MeV/u,1.61,MeV/(mg/cm2),5,196.96657,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Au,s,0.88,MeV/u,1.62,MeV/(mg/cm2),5,196.96657,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Au,s,0.96,MeV/u,1.58,MeV/(mg/cm2),5,196.96657,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Au,s,1.12,MeV/u,1.59,MeV/(mg/cm2),5,196.96657,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Au,s,1.2,MeV/u,1.54,MeV/(mg/cm2),5,196.96657,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Au,s,1.55,MeV/u,1.47,MeV/(mg/cm2),5,196.96657,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Au,s,1.6,MeV/u,1.43,MeV/(mg/cm2),5,196.96657,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Au,s,1.62,MeV/u,1.47,MeV/(mg/cm2),5,196.96657,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Au,s,1.82,MeV/u,1.37,MeV/(mg/cm2),5,196.96657,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Au,s,1.9,MeV/u,1.4,MeV/(mg/cm2),5,196.96657,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Au,s,2.06,MeV/u,1.31,MeV/(mg/cm2),5,196.96657,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Au,s,2.26,MeV/u,1.33,MeV/(mg/cm2),5,196.96657,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Au,s,2.33,MeV/u,1.33,MeV/(mg/cm2),5,196.96657,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Au,s,2.43,MeV/u,1.31,MeV/(mg/cm2),5,196.96657,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Au,s,2.64,MeV/u,1.23,MeV/(mg/cm2),5,196.96657,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Au,s,2.67,MeV/u,1.29,MeV/(mg/cm2),5,196.96657,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Au,s,2.93,MeV/u,1.21,MeV/(mg/cm2),5,196.96657,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Au,s,2.99,MeV/u,1.21,MeV/(mg/cm2),5,196.96657,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Au,s,3.59,MeV/u,1.13,MeV/(mg/cm2),5,196.96657,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Cu,s,0.22,MeV/u,2.687,MeV/(mg/cm2),5,63.546,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Cu,s,0.419,MeV/u,3.15,MeV/(mg/cm2),5,63.546,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Cu,s,0.668,MeV/u,3.245,MeV/(mg/cm2),5,63.546,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Cu,s,0.958,MeV/u,3.163,MeV/(mg/cm2),5,63.546,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Cu,s,1.28,MeV/u,2.982,MeV/(mg/cm2),5,63.546,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Cu,s,1.496,MeV/u,2.771,MeV/(mg/cm2),5,63.546,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Cu,s,1.622,MeV/u,2.758,MeV/(mg/cm2),5,63.546,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Cu,s,2.328,MeV/u,2.332,MeV/(mg/cm2),5,63.546,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Cu,s,2.509,MeV/u,2.221,MeV/(mg/cm2),5,63.546,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Cu,s,2.989,MeV/u,2.081,MeV/(mg/cm2),5,63.546,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Cu,s,3.047,MeV/u,2.062,MeV/(mg/cm2),5,63.546,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Cu,s,3.58,MeV/u,1.91,MeV/(mg/cm2),5,63.546,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Cu,s,4.1,MeV/u,1.747,MeV/(mg/cm2),5,63.546,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Cu,s,4.593,MeV/u,1.62,MeV/(mg/cm2),5,63.546,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Ta,s,0.17,MeV/u,1.43,MeV/(mg/cm2),5,180.94788,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Ta,s,0.37,MeV/u,1.66,MeV/(mg/cm2),5,180.94788,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Ta,s,0.42,MeV/u,1.76,MeV/(mg/cm2),5,180.94788,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Ta,s,0.61,MeV/u,1.77,MeV/(mg/cm2),5,180.94788,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Ta,s,0.9,MeV/u,1.76,MeV/(mg/cm2),5,180.94788,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Ta,s,0.95,MeV/u,1.76,MeV/(mg/cm2),5,180.94788,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Ta,s,1.22,MeV/u,1.66,MeV/(mg/cm2),5,180.94788,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Ta,s,1.57,MeV/u,1.6,MeV/(mg/cm2),5,180.94788,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Ta,s,1.59,MeV/u,1.63,MeV/(mg/cm2),5,180.94788,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Ta,s,1.61,MeV/u,1.59,MeV/(mg/cm2),5,180.94788,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Ta,s,1.92,MeV/u,1.55,MeV/(mg/cm2),5,180.94788,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Ta,s,2.28,MeV/u,1.48,MeV/(mg/cm2),5,180.94788,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Ta,s,2.29,MeV/u,1.47,MeV/(mg/cm2),5,180.94788,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Ta,s,2.32,MeV/u,1.4,MeV/(mg/cm2),5,180.94788,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Ta,s,2.92,MeV/u,1.31,MeV/(mg/cm2),5,180.94788,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Ta,s,2.94,MeV/u,1.32,MeV/(mg/cm2),5,180.94788,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Ta,s,2.98,MeV/u,1.3,MeV/(mg/cm2),5,180.94788,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Carbon,s,0.664,MeV/u,6.311,MeV/(mg/cm2),5,12.011,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Carbon,s,1.051,MeV/u,5.687,MeV/(mg/cm2),5,12.011,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Carbon,s,1.497,MeV/u,4.927,MeV/(mg/cm2),5,12.011,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Carbon,s,1.988,MeV/u,4.416,MeV/(mg/cm2),5,12.011,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Carbon,s,2.511,MeV/u,3.893,MeV/(mg/cm2),5,12.011,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Carbon,s,3.587,MeV/u,3.041,MeV/(mg/cm2),5,12.011,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Ag,s,0.21,MeV/u,2.27,MeV/(mg/cm2),5,107.8682,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Ag,s,0.41,MeV/u,2.47,MeV/(mg/cm2),5,107.8682,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Ag,s,0.667,MeV/u,2.4,MeV/(mg/cm2),5,107.8682,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Ag,s,0.958,MeV/u,2.22,MeV/(mg/cm2),5,107.8682,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Ag,s,1.28,MeV/u,2.066,MeV/(mg/cm2),5,107.8682,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Ag,s,1.622,MeV/u,1.9,MeV/(mg/cm2),5,107.8682,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Ag,s,2.327,MeV/u,1.699,MeV/(mg/cm2),5,107.8682,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Ag,s,2.509,MeV/u,1.824,MeV/(mg/cm2),5,107.8682,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Ag,s,2.988,MeV/u,1.57,MeV/(mg/cm2),5,107.8682,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Ag,s,3.047,MeV/u,1.642,MeV/(mg/cm2),5,107.8682,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Ag,s,3.584,MeV/u,1.524,MeV/(mg/cm2),5,107.8682,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Ag,s,4.104,MeV/u,1.429,MeV/(mg/cm2),5,107.8682,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
C,12.0,Ag,s,4.592,MeV/u,1.321,MeV/(mg/cm2),5,107.8682,2023-11-27,1991,Ab1991a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B61,385,and personal communication",10.1016/0168-583x(91)95310-a,
O,16.0,Al,s,0.73,MeV/u,7.19,MeV/(mg/cm2),5,26.9815384,2023-11-27,1992,Ab1992a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B72,293",10.1016/0168-583x(92)95123-9,
O,16.0,Al,s,1.03,MeV/u,6.97,MeV/(mg/cm2),5,26.9815384,2023-11-27,1992,Ab1992a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B72,293",10.1016/0168-583x(92)95123-9,
O,16.0,Al,s,1.33,MeV/u,6.51,MeV/(mg/cm2),5,26.9815384,2023-11-27,1992,Ab1992a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B72,293",10.1016/0168-583x(92)95123-9,
O,16.0,Al,s,1.64,MeV/u,6.04,MeV/(mg/cm2),5,26.9815384,2023-11-27,1992,Ab1992a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B72,293",10.1016/0168-583x(92)95123-9,
O,16.0,Al,s,1.93,MeV/u,5.74,MeV/(mg/cm2),5,26.9815384,2023-11-27,1992,Ab1992a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B72,293",10.1016/0168-583x(92)95123-9,
O,16.0,Al,s,1.96,MeV/u,5.66,MeV/(mg/cm2),5,26.9815384,2023-11-27,1992,Ab1992a,"M.Abdesselam,J.P.Stoquert,G.Guillaume,M.Hage-Ali,J.J.Grob and P.Siffert Nucl.Instrum.Methods Phys.Res. B72,293",10.1016/0168-583x(92)95123-9,
