projectile_name,ion_isotope,target_name,phase,energy,energy_unit,stopping_power,stopping_unit,percentage_error,target_mass_atom_ratio,dataset_last_modification,publication_year,ref_id,citation_reference,doi,comments
Mg,24.0,Polypropylene,s,0.40517,MeV/u,24.28368,MeV/(mg/cm2),5.7,4.67566667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
Mg,24.0,Polypropylene,s,0.40726,MeV/u,25.01088,MeV/(mg/cm2),5.7,4.67566667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
Mg,24.0,Polypropylene,s,0.40667,MeV/u,24.15539,MeV/(mg/cm2),5.7,4.67566667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
Mg,24.0,Polypropylene,s,0.40776,MeV/u,24.1525,MeV/(mg/cm2),5.7,4.67566667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
Mg,24.0,Polypropylene,s,0.41217,MeV/u,24.97433,MeV/(mg/cm2),5.7,4.67566667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
Mg,24.0,Polypropylene,s,0.41687,MeV/u,23.78063,MeV/(mg/cm2),5.7,4.67566667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
Mg,24.0,Polypropylene,s,0.41917,MeV/u,23.24542,MeV/(mg/cm2),5.7,4.67566667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
Mg,24.0,Polypropylene,s,0.42144,MeV/u,23.61971,MeV/(mg/cm2),5.7,4.67566667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
Mg,24.0,Polypropylene,s,0.42402,MeV/u,23.68051,MeV/(mg/cm2),5.7,4.67566667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
Mg,24.0,Polypropylene,s,0.4264,MeV/u,24.95088,MeV/(mg/cm2),5.7,4.67566667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
Mg,24.0,Polypropylene,s,0.43082,MeV/u,24.40925,MeV/(mg/cm2),5.7,4.67566667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
Mg,24.0,Polypropylene,s,0.43283,MeV/u,23.50703,MeV/(mg/cm2),5.7,4.67566667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
Mg,24.0,Polypropylene,s,0.4381,MeV/u,23.0429,MeV/(mg/cm2),5.7,4.67566667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
Mg,24.0,Polypropylene,s,0.43847,MeV/u,24.11095,MeV/(mg/cm2),5.7,4.67566667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
Mg,24.0,Polypropylene,s,0.44106,MeV/u,24.06465,MeV/(mg/cm2),5.7,4.67566667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
Mg,24.0,Polypropylene,s,0.44248,MeV/u,23.89047,MeV/(mg/cm2),5.7,4.67566667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
Mg,24.0,Polypropylene,s,0.44113,MeV/u,23.72773,MeV/(mg/cm2),5.7,4.67566667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
Mg,24.0,Polypropylene,s,0.4502,MeV/u,22.51057,MeV/(mg/cm2),5.7,4.67566667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
Mg,24.0,Polypropylene,s,0.45163,MeV/u,22.67777,MeV/(mg/cm2),5.7,4.67566667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
Mg,24.0,Polypropylene,s,0.45469,MeV/u,23.85109,MeV/(mg/cm2),5.7,4.67566667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
Mg,24.0,Polypropylene,s,0.45515,MeV/u,23.35894,MeV/(mg/cm2),5.7,4.67566667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
Mg,24.0,Polypropylene,s,0.46635,MeV/u,23.13527,MeV/(mg/cm2),5.7,4.67566667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
Mg,24.0,Polypropylene,s,0.46601,MeV/u,22.22849,MeV/(mg/cm2),5.7,4.67566667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
Mg,24.0,Polypropylene,s,0.47042,MeV/u,23.42085,MeV/(mg/cm2),5.7,4.67566667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
Mg,24.0,Polypropylene,s,0.47196,MeV/u,24.30844,MeV/(mg/cm2),5.7,4.67566667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
Mg,24.0,Polypropylene,s,0.47292,MeV/u,22.91445,MeV/(mg/cm2),5.7,4.67566667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
Mg,24.0,Polypropylene,s,0.47849,MeV/u,22.83884,MeV/(mg/cm2),5.7,4.67566667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
Mg,24.0,Polypropylene,s,0.4824,MeV/u,24.07743,MeV/(mg/cm2),5.7,4.67566667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
Mg,24.0,Polypropylene,s,0.48507,MeV/u,21.88861,MeV/(mg/cm2),5.7,4.67566667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
Mg,24.0,Polypropylene,s,0.49347,MeV/u,21.68744,MeV/(mg/cm2),5.7,4.67566667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
Mg,24.0,Polypropylene,s,0.49359,MeV/u,22.90725,MeV/(mg/cm2),5.7,4.67566667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
Mg,24.0,Polypropylene,s,0.49409,MeV/u,23.99049,MeV/(mg/cm2),5.7,4.67566667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
Mg,24.0,Polypropylene,s,0.50047,MeV/u,22.56522,MeV/(mg/cm2),5.7,4.67566667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
Mg,24.0,Polypropylene,s,0.50997,MeV/u,23.6315,MeV/(mg/cm2),5.7,4.67566667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
Mg,24.0,Polypropylene,s,0.51155,MeV/u,23.00808,MeV/(mg/cm2),5.7,4.67566667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
Mg,24.0,Polypropylene,s,0.51582,MeV/u,23.62627,MeV/(mg/cm2),5.7,4.67566667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
Mg,24.0,Polypropylene,s,0.51779,MeV/u,23.37333,MeV/(mg/cm2),5.7,4.67566667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
Mg,24.0,Polypropylene,s,0.51744,MeV/u,21.58785,MeV/(mg/cm2),5.7,4.67566667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
Mg,24.0,Polypropylene,s,0.52242,MeV/u,22.80041,MeV/(mg/cm2),5.7,4.67566667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
Mg,24.0,Polypropylene,s,0.52387,MeV/u,21.75218,MeV/(mg/cm2),5.7,4.67566667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
Mg,24.0,Polypropylene,s,0.52601,MeV/u,23.27971,MeV/(mg/cm2),5.7,4.67566667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
Mg,24.0,Polypropylene,s,0.5297,MeV/u,21.62631,MeV/(mg/cm2),5.7,4.67566667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
Mg,24.0,Polypropylene,s,0.54196,MeV/u,22.90253,MeV/(mg/cm2),5.7,4.67566667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
Mg,24.0,Polypropylene,s,0.54802,MeV/u,22.6821,MeV/(mg/cm2),5.7,4.67566667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
Mg,24.0,Polypropylene,s,0.54806,MeV/u,22.65514,MeV/(mg/cm2),5.7,4.67566667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
Mg,24.0,Polypropylene,s,0.5544,MeV/u,21.73713,MeV/(mg/cm2),5.7,4.67566667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
O,16.0,Polypropylene,s,0.1083,MeV/u,11.3612,MeV/(mg/cm2),5.7,4.675666667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
O,16.0,Polypropylene,s,0.1102,MeV/u,11.3065,MeV/(mg/cm2),5.7,4.675666667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
O,16.0,Polypropylene,s,0.1134,MeV/u,11.4536,MeV/(mg/cm2),5.7,4.675666667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
O,16.0,Polypropylene,s,0.1157,MeV/u,11.8328,MeV/(mg/cm2),5.7,4.675666667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
O,16.0,Polypropylene,s,0.1203,MeV/u,11.6131,MeV/(mg/cm2),5.7,4.675666667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
O,16.0,Polypropylene,s,0.1236,MeV/u,12.1217,MeV/(mg/cm2),5.7,4.675666667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
O,16.0,Polypropylene,s,0.126,MeV/u,12.2478,MeV/(mg/cm2),5.7,4.675666667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
O,16.0,Polypropylene,s,0.1284,MeV/u,12.6239,MeV/(mg/cm2),5.7,4.675666667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
O,16.0,Polypropylene,s,0.1313,MeV/u,12.6566,MeV/(mg/cm2),5.7,4.675666667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
O,16.0,Polypropylene,s,0.1335,MeV/u,12.4458,MeV/(mg/cm2),5.7,4.675666667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
O,16.0,Polypropylene,s,0.1358,MeV/u,12.6777,MeV/(mg/cm2),5.7,4.675666667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
O,16.0,Polypropylene,s,0.1384,MeV/u,12.938,MeV/(mg/cm2),5.7,4.675666667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
O,16.0,Polypropylene,s,0.141,MeV/u,12.6757,MeV/(mg/cm2),5.7,4.675666667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
O,16.0,Polypropylene,s,0.1433,MeV/u,12.5568,MeV/(mg/cm2),5.7,4.675666667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
O,16.0,Polypropylene,s,0.149,MeV/u,13.7505,MeV/(mg/cm2),5.7,4.675666667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
O,16.0,Polypropylene,s,0.1513,MeV/u,13.5786,MeV/(mg/cm2),5.7,4.675666667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
O,16.0,Polypropylene,s,0.1558,MeV/u,13.9105,MeV/(mg/cm2),5.7,4.675666667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
O,16.0,Polypropylene,s,0.1605,MeV/u,14.3188,MeV/(mg/cm2),5.7,4.675666667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
O,16.0,Polypropylene,s,0.1632,MeV/u,13.7244,MeV/(mg/cm2),5.7,4.675666667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
O,16.0,Polypropylene,s,0.1656,MeV/u,14.102,MeV/(mg/cm2),5.7,4.675666667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
O,16.0,Polypropylene,s,0.1678,MeV/u,14.0189,MeV/(mg/cm2),5.7,4.675666667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
O,16.0,Polypropylene,s,0.1704,MeV/u,13.5727,MeV/(mg/cm2),5.7,4.675666667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
O,16.0,Polypropylene,s,0.1726,MeV/u,14.679,MeV/(mg/cm2),5.7,4.675666667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
O,16.0,Polypropylene,s,0.1755,MeV/u,14.5877,MeV/(mg/cm2),5.7,4.675666667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
O,16.0,Polypropylene,s,0.1768,MeV/u,14.3785,MeV/(mg/cm2),5.7,4.675666667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
O,16.0,Polypropylene,s,0.1798,MeV/u,14.5807,MeV/(mg/cm2),5.7,4.675666667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
O,16.0,Polypropylene,s,0.1819,MeV/u,14.154,MeV/(mg/cm2),5.7,4.675666667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
O,16.0,Polypropylene,s,0.1847,MeV/u,14.2371,MeV/(mg/cm2),5.7,4.675666667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
O,16.0,Polypropylene,s,0.1865,MeV/u,14.6729,MeV/(mg/cm2),5.7,4.675666667,2024-11-27,2015,Dib2015b,"A. Dib, H. Ammi, M. Hedibel, A. Guesmia, S. Mammeri,  M. Msimanga, C.A. Pineda-Vargas  Nucl. Instrum. Methods Phys. Res. B 362, 172 (2015)",10.1016/j.nimb.2015.09.083,
